artist,date,city,country,showVenue,supportAct,revenue,tourName,ticketsSold,ticketsAvailable,source,soldOut
Taylor Swift,02 June 2013,Denver,United States,Pepsi Center,Ed Sheeran Joel Crouse,1076069,The Red Tour,13489,13489,TS Kaggle,TRUE
Taylor Swift,14 June 2013,Toronto,Canada,Rogers Centre,Ed Sheeran Austin Mahone Joel Crouse,7863310,The Red Tour,87627,87627,TS Kaggle,TRUE
Taylor Swift,15 June 2013,Toronto,Canada,Rogers Centre,Ed Sheeran Austin Mahone Joel Crouse,7863310,The Red Tour,87627,87627,TS Kaggle,TRUE
Taylor Swift,22 June 2013,Winnipeg,Canada,Investors Group Field,Ed Sheeran Austin Mahone Joel Crouse,3175430,The Red Tour,33061,33061,TS Kaggle,TRUE
Taylor Swift,25 June 2013,Edmonton,Canada,Rexall Place,Ed Sheeran Joel Crouse,2379870,The Red Tour,25663,25663,TS Kaggle,TRUE
Taylor Swift,26 June 2013,Edmonton,Canada,Rexall Place,Ed Sheeran Joel Crouse,2379870,The Red Tour,25663,25663,TS Kaggle,TRUE
Taylor Swift,29 June 2013,Vancouver,Canada,BC Place Stadium,Ed Sheeran Austin Mahone Joel Crouse,3974410,The Red Tour,41142,41142,TS Kaggle,TRUE
Taylor Swift,06 July 2013,Pittsburgh,United States,Heinz Field,Ed Sheeran Austin Mahone Joel Crouse,4718518,The Red Tour,56047,56047,TS Kaggle,TRUE
Taylor Swift,13 July 2013,East Rutherford,United States,MetLife Stadium,Ed Sheeran Austin Mahone Joel Crouse,4670011,The Red Tour,52399,52399,TS Kaggle,TRUE
Taylor Swift,19 July 2013,Philadelphia,United States,Lincoln Financial Field,Ed Sheeran Austin Mahone Joel Crouse,8822335,The Red Tour,101277,101277,TS Kaggle,TRUE
Taylor Swift,20 July 2013,Philadelphia,United States,Lincoln Financial Field,Ed Sheeran Austin Mahone Joel Crouse,8822335,The Red Tour,101277,101277,TS Kaggle,TRUE
Taylor Swift,26 July 2013,Foxborough,United States,Gillette Stadium,Ed Sheeran Austin Mahone Joel Crouse,9464063,The Red Tour,110712,110712,TS Kaggle,TRUE
Taylor Swift,27 July 2013,Foxborough,United States,Gillette Stadium,Ed Sheeran Austin Mahone Joel Crouse,9464063,The Red Tour,110712,110712,TS Kaggle,TRUE
Taylor Swift,01 August 2013,Des Moines,United States,Wells Fargo Arena,Ed Sheeran Florida Georgia Line,1075576,The Red Tour,13368,13368,TS Kaggle,TRUE
Taylor Swift,02 August 2013,Kansas City,United States,Sprint Center,Ed Sheeran Florida Georgia Line,2093172,The Red Tour,26412,26412,TS Kaggle,TRUE
Taylor Swift,03 August 2013,Kansas City,United States,Sprint Center,Ed Sheeran Florida Georgia Line,2093172,The Red Tour,26412,26412,TS Kaggle,TRUE
Taylor Swift,06 August 2013,Wichita,United States,Intrust Bank Arena,Ed Sheeran Casey James,983882,The Red Tour,12231,12231,TS Kaggle,TRUE
Taylor Swift,07 August 2013,Tulsa,United States,BOK Center,Ed Sheeran Casey James,868955,The Red Tour,10949,10949,TS Kaggle,TRUE
Taylor Swift,10 August 2013,Chicago,United States,Soldier Field,Ed Sheeran Austin Mahone Casey James,4149148,The Red Tour,50809,50809,TS Kaggle,TRUE
Taylor Swift,15 August 2013,San Diego,United States,Valley View Casino Center,Ed Sheeran Casey James,948541,The Red Tour,10872,10872,TS Kaggle,TRUE
Taylor Swift,19 August 2013,Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463,The Red Tour,55829,55829,TS Kaggle,TRUE
Taylor Swift,20 August 2013,Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463,The Red Tour,55829,55829,TS Kaggle,TRUE
Taylor Swift,23 August 2013,Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463,The Red Tour,55829,55829,TS Kaggle,TRUE
Taylor Swift,24 August 2013,Los Angeles,United States,Staples Center,Ed Sheeran Casey James,4734463,The Red Tour,55829,55829,TS Kaggle,TRUE
Taylor Swift,27 August 2013,Sacramento,United States,Sleep Train Arena,Ed Sheeran Casey James,1138103,The Red Tour,12795,12795,TS Kaggle,TRUE
Taylor Swift,30 August 2013,Portland,United States,Moda Center,Ed Sheeran Casey James,1084760,The Red Tour,13952,13952,TS Kaggle,TRUE
Taylor Swift,31 August 2013,Tacoma,United States,Tacoma Dome,Ed Sheeran Casey James,1584049,The Red Tour,20348,20348,TS Kaggle,TRUE
Taylor Swift,06 September 2013,Fargo,United States,Fargodome,Ed Sheeran Casey James,1661578,The Red Tour,21073,21073,TS Kaggle,TRUE
Taylor Swift,07 September 2013,Saint Paul,United States,Xcel Energy Center,Ed Sheeran Casey James,2320937,The Red Tour,28920,28920,TS Kaggle,TRUE
Taylor Swift,08 September 2013,Saint Paul,United States,Xcel Energy Center,Ed Sheeran Casey James,2320937,The Red Tour,28920,28920,TS Kaggle,TRUE
Taylor Swift,12 September 2013,Greensboro,United States,Greensboro Coliseum,Ed Sheeran Casey James,1109253,The Red Tour,13650,13650,TS Kaggle,TRUE
Taylor Swift,13 September 2013,Raleigh,United States,PNC Arena,Ed Sheeran Casey James,1088612,The Red Tour,13941,13941,TS Kaggle,TRUE
Taylor Swift,14 September 2013,Charlottesville,United States,John Paul Jones Arena,Ed Sheeran Casey James,997216,The Red Tour,12689,12689,TS Kaggle,TRUE
Taylor Swift,19 September 2013,Nashville,United States,Bridgestone Arena,Ed Sheeran Casey James,3336545,The Red Tour,41292,41292,TS Kaggle,TRUE
Taylor Swift,20 September 2013,Nashville,United States,Bridgestone Arena,Ed Sheeran Casey James,3336545,The Red Tour,41292,41292,TS Kaggle,TRUE
Taylor Swift,21 September 2013,Nashville,United States,Bridgestone Arena,Ed Sheeran Casey James,3336545,The Red Tour,41292,41292,TS Kaggle,TRUE
Taylor Swift,29 November 2013,Auckland,New Zealand,Vector Arena,Neon Trees,3100290,The Red Tour,30799,30799,TS Kaggle,TRUE
Taylor Swift,30 November 2013,Auckland,New Zealand,Vector Arena,Neon Trees,3100290,The Red Tour,30799,30799,TS Kaggle,TRUE
Taylor Swift,01 December 2013,Auckland,New Zealand,Vector Arena,Neon Trees,3100290,The Red Tour,30799,30799,TS Kaggle,TRUE
Taylor Swift,04 December 2013,Sydney,Australia,Allianz Stadium,Guy Sebastian Neon Trees,4096060,The Red Tour,40930,40930,TS Kaggle,TRUE
Taylor Swift,07 December 2013,Brisbane,Australia,Suncorp Stadium,Guy Sebastian Neon Trees,3895810,The Red Tour,38907,38907,TS Kaggle,TRUE
Taylor Swift,11 December 2013,Perth,Australia,Perth Rectangular Stadium,Guy Sebastian Neon Trees,2364080,The Red Tour,21827,21827,TS Kaggle,TRUE
Taylor Swift,14 December 2013,Melbourne,Australia,Etihad Stadium,Guy Sebastian Neon Trees,4547250,The Red Tour,47257,47257,TS Kaggle,TRUE
Taylor Swift,01 February 2014,London,England,The O2 Arena,The Vamps,5829240,The Red Tour,74740,74740,TS Kaggle,TRUE
Taylor Swift,02 February 2014,London,England,The O2 Arena,The Vamps,5829240,The Red Tour,74740,74740,TS Kaggle,TRUE
Taylor Swift,04 February 2014,London,England,The O2 Arena,The Vamps,5829240,The Red Tour,74740,74740,TS Kaggle,TRUE
Taylor Swift,07 February 2014,Berlin,Germany,O2 World,Andreas Bourani,755006,The Red Tour,10350,10350,TS Kaggle,TRUE
Taylor Swift,01 June 2014,Saitama,Japan,Saitama Super Arena,CTS,1837147,The Red Tour,20046,20046,TS Kaggle,TRUE
Taylor Swift,04 June 2014,Jakarta,Indonesia,MEIS Ancol,Nicole Zefanya,1481473,The Red Tour,8130,8130,TS Kaggle,TRUE
Taylor Swift,06 June 2014,Pasay,Philippines,Mall of Asia Arena,Meg Bucsit,1511662,The Red Tour,9775,9775,TS Kaggle,TRUE
Taylor Swift,09 June 2014,Singapore,Singapore,Singapore Indoor Stadium,Imprompt-3,2524080,The Red Tour,16344,16344,TS Kaggle,TRUE
Taylor Swift,11 June 2014,Kuala Lumpur,Malaysia,Putra Indoor Stadium,IamNeeta,998608,The Red Tour,7525,7525,TS Kaggle,TRUE
Taylor Swift,05 May 2015,Tokyo,Japan,Tokyo Dome,None,10586828,The 1989 World Tour,100320,100320,TS Kaggle,TRUE
Taylor Swift,06 May 2015,Tokyo,Japan,Tokyo Dome,None,10586828,The 1989 World Tour,100320,100320,TS Kaggle,TRUE
Taylor Swift,20 May 2015,Bossier City,United States,CenturyLink Center,Vance Joy,1458197,The 1989 World Tour,12459,12459,TS Kaggle,TRUE
Taylor Swift,22 May 2015,Baton Rouge,United States,LSU Tiger Stadium,Vance Joy Shawn Mendes,4119670,The 1989 World Tour,50227,50227,TS Kaggle,TRUE
Taylor Swift,30 May 2015,Detroit,United States,Ford Field,Vance Joy Shawn Mendes,5999690,The 1989 World Tour,50703,50703,TS Kaggle,TRUE
Taylor Swift,02 June 2015,Louisville,United States,KFC Yum! Center,Vance Joy,1863281,The 1989 World Tour,16242,16242,TS Kaggle,TRUE
Taylor Swift,03 June 2015,Cleveland,United States,Quicken Loans Arena,Vance Joy,1732041,The 1989 World Tour,15503,15503,TS Kaggle,TRUE
Taylor Swift,06 June 2015,Pittsburgh,United States,Heinz Field,Vance Joy Shawn Mendes,5836926,The 1989 World Tour,54801,54801,TS Kaggle,TRUE
Taylor Swift,08 June 2015,Charlotte,United States,Time Warner Cable Arena,Vance Joy,1627798,The 1989 World Tour,15024,15024,TS Kaggle,TRUE
Taylor Swift,09 June 2015,Raleigh,United States,PNC Arena,Vance Joy,1653762,The 1989 World Tour,13886,13886,TS Kaggle,TRUE
Taylor Swift,12 June 2015,Philadelphia,United States,Lincoln Financial Field,Vance Joy Shawn Mendes,11987816,The 1989 World Tour,101052,101052,TS Kaggle,TRUE
Taylor Swift,13 June 2015,Philadelphia,United States,Lincoln Financial Field,Vance Joy Shawn Mendes,11987816,The 1989 World Tour,101052,101052,TS Kaggle,TRUE
Taylor Swift,19 June 2015,Cologne,Germany,Lanxess Arena,James Bay,2054690,The 1989 World Tour,29020,29020,TS Kaggle,TRUE
Taylor Swift,20 June 2015,Cologne,Germany,Lanxess Arena,James Bay,2054690,The 1989 World Tour,29020,29020,TS Kaggle,TRUE
Taylor Swift,21 June 2015,Amsterdam,Netherlands,Ziggo Dome,James Bay,800829,The 1989 World Tour,11166,11166,TS Kaggle,TRUE
Taylor Swift,23 June 2015,Glasgow,Scotland,SSE Hydro,Vance Joy,1119300,The 1989 World Tour,11021,11021,TS Kaggle,TRUE
Taylor Swift,24 June 2015,Manchester,England,Manchester Arena,Vance Joy,1478760,The 1989 World Tour,14773,14773,TS Kaggle,TRUE
Taylor Swift,27 June 2015,Dublin,Ireland,3Arena,Vance Joy,1975510,The 1989 World Tour,25188,25188,TS Kaggle,TRUE
Taylor Swift,29 June 2015,Dublin,Ireland,3Arena,Vance Joy,1975510,The 1989 World Tour,25188,25188,TS Kaggle,TRUE
Taylor Swift,30 June 2015,Ottawa,Canada,Canadian Tire Centre,Vance Joy,1325480,The 1989 World Tour,13480,13480,TS Kaggle,TRUE
Taylor Swift,06 July 2015,Montreal,Canada,Bell Centre,Vance Joy,1499040,The 1989 World Tour,14770,14770,TS Kaggle,TRUE
Taylor Swift,07 July 2015,East Rutherford,United States,MetLife Stadium,Vance Joy Shawn Mendes Haim,13423858,The 1989 World Tour,110105,110105,TS Kaggle,TRUE
Taylor Swift,10 July 2015,East Rutherford,United States,MetLife Stadium,Vance Joy Shawn Mendes Haim,13423858,The 1989 World Tour,110105,110105,TS Kaggle,TRUE
Taylor Swift,11 July 2015,Washington,United States,Nationals Park,Vance Joy Shawn Mendes Haim,9730596,The 1989 World Tour,85014,85014,TS Kaggle,TRUE
Taylor Swift,13 July 2015,Washington,United States,Nationals Park,Vance Joy Shawn Mendes Haim,9730596,The 1989 World Tour,85014,85014,TS Kaggle,TRUE
Taylor Swift,14 July 2015,Chicago,United States,Soldier Field,Vance Joy Shawn Mendes Haim,11469887,The 1989 World Tour,110109,110109,TS Kaggle,TRUE
Taylor Swift,18 July 2015,Chicago,United States,Soldier Field,Vance Joy Shawn Mendes Haim,11469887,The 1989 World Tour,110109,110109,TS Kaggle,TRUE
Taylor Swift,19 July 2015,Foxborough,United States,Gillette Stadium,Vance Joy Shawn Mendes Haim,12533166,The 1989 World Tour,116849,116849,TS Kaggle,TRUE
Taylor Swift,24 July 2015,Foxborough,United States,Gillette Stadium,Vance Joy Shawn Mendes Haim,12533166,The 1989 World Tour,116849,116849,TS Kaggle,TRUE
Taylor Swift,25 July 2015,Vancouver,Canada,BC Place,Vance Joy Shawn Mendes,4081820,The 1989 World Tour,41463,41463,TS Kaggle,TRUE
Taylor Swift,01 August 2015,Edmonton,Canada,Rexall Place,Vance Joy,2387080,The 1989 World Tour,26534,26534,TS Kaggle,TRUE
Taylor Swift,04 August 2015,Edmonton,Canada,Rexall Place,Vance Joy,2387080,The 1989 World Tour,26534,26534,TS Kaggle,TRUE
Taylor Swift,05 August 2015,Seattle,United States,CenturyLink Field,Vance Joy Shawn Mendes,6050643,The 1989 World Tour,55711,55711,TS Kaggle,TRUE
Taylor Swift,08 August 2015,Santa Clara,United States,Levi's Stadium,Vance Joy Shawn Mendes,13031146,The 1989 World Tour,102139,102139,TS Kaggle,TRUE
Taylor Swift,14 August 2015,Santa Clara,United States,Levi's Stadium,Vance Joy Shawn Mendes,13031146,The 1989 World Tour,102139,102139,TS Kaggle,TRUE
Taylor Swift,15 August 2015,Glendale,United States,Gila River Arena,Vance Joy,3029628,The 1989 World Tour,26520,26520,TS Kaggle,TRUE
Taylor Swift,17 August 2015,Glendale,United States,Gila River Arena,Vance Joy,3029628,The 1989 World Tour,26520,26520,TS Kaggle,TRUE
Taylor Swift,18 August 2015,Los Angeles,United States,Staples Center,Vance Joy Haim,8961681,The 1989 World Tour,70563,70563,TS Kaggle,TRUE
Taylor Swift,21 August 2015,Los Angeles,United States,Staples Center,Vance Joy Haim,8961681,The 1989 World Tour,70563,70563,TS Kaggle,TRUE
Taylor Swift,22 August 2015,Los Angeles,United States,Staples Center,Vance Joy Haim,8961681,The 1989 World Tour,70563,70563,TS Kaggle,TRUE
Taylor Swift,24 August 2015,Los Angeles,United States,Staples Center,Vance Joy Haim,8961681,The 1989 World Tour,70563,70563,TS Kaggle,TRUE
Taylor Swift,25 August 2015,Los Angeles,United States,Staples Center,Vance Joy Haim,8961681,The 1989 World Tour,70563,70563,TS Kaggle,TRUE
Taylor Swift,26 August 2015,San Diego,United States,Petco Park,Vance Joy Shawn Mendes,5475237,The 1989 World Tour,44710,44710,TS Kaggle,TRUE
Taylor Swift,29 August 2015,Salt Lake City,United States,EnergySolutions Arena,Vance Joy,1589686,The 1989 World Tour,14131,14131,TS Kaggle,TRUE
Taylor Swift,04 September 2015,Denver,United States,Pepsi Center,Vance Joy,2868991,The 1989 World Tour,27126,27126,TS Kaggle,TRUE
Taylor Swift,05 September 2015,Denver,United States,Pepsi Center,Vance Joy,2868991,The 1989 World Tour,27126,27126,TS Kaggle,TRUE
Taylor Swift,06 September 2015,Houston,United States,Minute Maid Park,Vance Joy Shawn Mendes,5202196,The 1989 World Tour,40122,40122,TS Kaggle,TRUE
Taylor Swift,09 September 2015,Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863,The 1989 World Tour,45126,45126,TS Kaggle,TRUE
Taylor Swift,11 September 2015,Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863,The 1989 World Tour,45126,45126,TS Kaggle,TRUE
Taylor Swift,12 September 2015,Saint Paul,United States,Xcel Energy Center,Vance Joy,5514863,The 1989 World Tour,45126,45126,TS Kaggle,TRUE
Taylor Swift,13 September 2015,Indianapolis,United States,Bankers Life Fieldhouse,Vance Joy,1550268,The 1989 World Tour,14010,14010,TS Kaggle,TRUE
Taylor Swift,17 September 2015,Columbus,United States,Nationwide Arena,Vance Joy,3369693,The 1989 World Tour,29936,29936,TS Kaggle,TRUE
Taylor Swift,18 September 2015,Columbus,United States,Nationwide Arena,Vance Joy,3369693,The 1989 World Tour,29936,29936,TS Kaggle,TRUE
Taylor Swift,21 September 2015,Kansas City,United States,Sprint Center,Vance Joy,2967558,The 1989 World Tour,27857,27857,TS Kaggle,TRUE
Taylor Swift,22 September 2015,Kansas City,United States,Sprint Center,Vance Joy,2967558,The 1989 World Tour,27857,27857,TS Kaggle,TRUE
Taylor Swift,25 September 2015,Nashville,United States,Bridgestone Arena,Vance Joy Haim,3354844,The 1989 World Tour,28917,28917,TS Kaggle,TRUE
Taylor Swift,26 September 2015,Nashville,United States,Bridgestone Arena,Vance Joy Haim,3354844,The 1989 World Tour,28917,28917,TS Kaggle,TRUE
Taylor Swift,28 September 2015,St. Louis,United States,Scottrade Center,Vance Joy Haim,3452940,The 1989 World Tour,29688,29688,TS Kaggle,TRUE
Taylor Swift,29 September 2015,St. Louis,United States,Scottrade Center,Vance Joy Haim,3452940,The 1989 World Tour,29688,29688,TS Kaggle,TRUE
Taylor Swift,02 October 2015,Toronto,Canada,Rogers Centre,Vance Joy Shawn Mendes,8670990,The 1989 World Tour,99283,99283,TS Kaggle,TRUE
Taylor Swift,03 October 2015,Toronto,Canada,Rogers Centre,Vance Joy Shawn Mendes,8670990,The 1989 World Tour,99283,99283,TS Kaggle,TRUE
Taylor Swift,08 October 2015,Des Moines,United States,Wells Fargo Arena,Vance Joy,1566321,The 1989 World Tour,13969,13969,TS Kaggle,TRUE
Taylor Swift,09 October 2015,Omaha,United States,CenturyLink Center Omaha,Vance Joy,3121421,The 1989 World Tour,29622,29622,TS Kaggle,TRUE
Taylor Swift,10 October 2015,Omaha,United States,CenturyLink Center Omaha,Vance Joy,3121421,The 1989 World Tour,29622,29622,TS Kaggle,TRUE
Taylor Swift,12 October 2015,Fargo,United States,Fargodome,Vance Joy,2219188,The 1989 World Tour,21067,21067,TS Kaggle,TRUE
Taylor Swift,17 October 2015,Arlington,United States,AT&T Stadium,Vance Joy Shawn Mendes,7396733,The 1989 World Tour,62630,62630,TS Kaggle,TRUE
Taylor Swift,20 October 2015,Lexington,United States,Rupp Arena,Vance Joy,1870471,The 1989 World Tour,17084,17084,TS Kaggle,TRUE
Taylor Swift,21 October 2015,Greensboro,United States,Greensboro Coliseum,Vance Joy,1662171,The 1989 World Tour,15079,15079,TS Kaggle,TRUE
Taylor Swift,24 October 2015,Atlanta,United States,Georgia Dome,Vance Joy Shawn Mendes,6034846,The 1989 World Tour,56046,56046,TS Kaggle,TRUE
Taylor Swift,27 October 2015,Miami,United States,American Airlines Arena,Vance Joy,1527919,The 1989 World Tour,14044,14044,TS Kaggle,TRUE
Taylor Swift,31 October 2015,Tampa,United States,Raymond James Stadium,Vance Joy Shawn Mendes,6202515,The 1989 World Tour,56987,56987,TS Kaggle,TRUE
Taylor Swift,07 November 2015,Singapore,Singapore,Singapore Indoor Stadium,None,3217569,The 1989 World Tour,17726,17726,TS Kaggle,TRUE
Taylor Swift,08 November 2015,Singapore,Singapore,Singapore Indoor Stadium,None,3217569,The 1989 World Tour,17726,17726,TS Kaggle,TRUE
Taylor Swift,10 November 2015,Shanghai,China,Mercedes-Benz Arena,None,5917348,The 1989 World Tour,37758,37758,TS Kaggle,TRUE
Taylor Swift,11 November 2015,Shanghai,China,Mercedes-Benz Arena,None,5917348,The 1989 World Tour,37758,37758,TS Kaggle,TRUE
Taylor Swift,12 November 2015,Shanghai,China,Mercedes-Benz Arena,None,5917348,The 1989 World Tour,37758,37758,TS Kaggle,TRUE
Taylor Swift,28 November 2015,Sydney,Australia,ANZ Stadium,Vance Joy,6571683,The 1989 World Tour,75980,75980,TS Kaggle,TRUE
Taylor Swift,05 December 2015,Brisbane,Australia,Suncorp Stadium,Vance Joy,4759471,The 1989 World Tour,46881,46881,TS Kaggle,TRUE
Taylor Swift,07 December 2015,Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499,The 1989 World Tour,20090,20090,TS Kaggle,TRUE
Taylor Swift,08 December 2015,Adelaide,Australia,Adelaide Entertainment Centre,Vance Joy,2407499,The 1989 World Tour,20090,20090,TS Kaggle,TRUE
Taylor Swift,10 December 2015,Melbourne,Australia,AAMI Park,Vance Joy,10421553,The 1989 World Tour,98136,98136,TS Kaggle,TRUE
Taylor Swift,11 December 2015,Melbourne,Australia,AAMI Park,Vance Joy,10421553,The 1989 World Tour,98136,98136,TS Kaggle,TRUE
Taylor Swift,12 December 2015,Melbourne,Australia,AAMI Park,Vance Joy,10421553,The 1989 World Tour,98136,98136,TS Kaggle,TRUE
Taylor Swift,08 May 2018,Glendale,United States,University of Phoenix Stadium,Camila Cabello Charli XCX,7214478,Reputation Stadium Tour,59157,59157,TS Kaggle,TRUE
Taylor Swift,11 May 2018,Santa Clara,United States,Levi's Stadium,Camila Cabello Charli XCX,14006963,Reputation Stadium Tour,107550,107550,TS Kaggle,TRUE
Taylor Swift,12 May 2018,Santa Clara,United States,Levi's Stadium,Camila Cabello Charli XCX,14006963,Reputation Stadium Tour,107550,107550,TS Kaggle,TRUE
Taylor Swift,18 May 2018,Pasadena,United States,Rose Bowl,Camila Cabello Charli XCX,16251980,Reputation Stadium Tour,118084,118084,TS Kaggle,TRUE
Taylor Swift,19 May 2018,Pasadena,United States,Rose Bowl,Camila Cabello Charli XCX,16251980,Reputation Stadium Tour,118084,118084,TS Kaggle,TRUE
Taylor Swift,22 May 2018,Seattle,United States,CenturyLink Field,Charli XCX,8672219,Reputation Stadium Tour,56021,56021,TS Kaggle,TRUE
Taylor Swift,25 May 2018,Denver,United States,Sports Authority Field at Mile High,Camila Cabello Charli XCX,7926366,Reputation Stadium Tour,57140,57140,TS Kaggle,TRUE
Taylor Swift,01 June 2018,Chicago,United States,Soldier Field,Camila Cabello Charli XCX,14576697,Reputation Stadium Tour,105208,105208,TS Kaggle,TRUE
Taylor Swift,02 June 2018,Chicago,United States,Soldier Field,Camila Cabello Charli XCX,14576697,Reputation Stadium Tour,105208,105208,TS Kaggle,TRUE
Taylor Swift,08 June 2018,Manchester,England,Etihad Stadium,Camila Cabello Charli XCX,6169724,Reputation Stadium Tour,77258,77258,TS Kaggle,TRUE
Taylor Swift,09 June 2018,Manchester,England,Etihad Stadium,Camila Cabello Charli XCX,6169724,Reputation Stadium Tour,77258,77258,TS Kaggle,TRUE
Taylor Swift,15 June 2015,Dublin,Ireland,Croke Park,Camila Cabello Charli XCX,8567769,Reputation Stadium Tour,133034,133034,TS Kaggle,TRUE
Taylor Swift,16 June 2015,Dublin,Ireland,Croke Park,Camila Cabello Charli XCX,8567769,Reputation Stadium Tour,133034,133034,TS Kaggle,TRUE
Taylor Swift,22 June 2015,London,England,Wembley Stadium,Camila Cabello Charli XCX,12214933,Reputation Stadium Tour,143427,143427,TS Kaggle,TRUE
Taylor Swift,23 June 2015,London,England,Wembley Stadium,Camila Cabello Charli XCX,12214933,Reputation Stadium Tour,143427,143427,TS Kaggle,TRUE
Taylor Swift,30 June 2015,Louisville,United States,Cardinal Stadium,Camila Cabello Charli XCX,4928219,Reputation Stadium Tour,52138,52138,TS Kaggle,TRUE
Taylor Swift,07 July 2018,Columbus,United States,Ohio Stadium,Camila Cabello Charli XCX,6606529,Reputation Stadium Tour,62897,62897,TS Kaggle,TRUE
Taylor Swift,10 July 2018,Landover,United States,FedExField,Camila Cabello Charli XCX,11396004,Reputation Stadium Tour,95672,95672,TS Kaggle,TRUE
Taylor Swift,11 July 2018,Landover,United States,FedExField,Camila Cabello Charli XCX,11396004,Reputation Stadium Tour,95672,95672,TS Kaggle,TRUE
Taylor Swift,13 July 2018,Philadelphia,United States,Lincoln Financial Field,Camila Cabello Charli XCX,11951047,Reputation Stadium Tour,107378,107378,TS Kaggle,TRUE
Taylor Swift,14 July 2018,Philadelphia,United States,Lincoln Financial Field,Camila Cabello Charli XCX,11951047,Reputation Stadium Tour,107378,107378,TS Kaggle,TRUE
Taylor Swift,17 July 2018,Cleveland,United States,FirstEnergy Stadium,Camila Cabello Charli XCX,5148757,Reputation Stadium Tour,51323,51323,TS Kaggle,TRUE
Taylor Swift,20 July 2018,East Rutherford,United States,MetLife Stadium,Camila Cabello Charli XCX,22031386,Reputation Stadium Tour,165654,165654,TS Kaggle,TRUE
Taylor Swift,21 July 2018,East Rutherford,United States,MetLife Stadium,Camila Cabello Charli XCX,22031386,Reputation Stadium Tour,165654,165654,TS Kaggle,TRUE
Taylor Swift,22 July 2018,East Rutherford,United States,MetLife Stadium,Camila Cabello Charli XCX,22031386,Reputation Stadium Tour,165654,165654,TS Kaggle,TRUE
Taylor Swift,26 July 2018,Foxborough,United States,Gillette Stadium,Camila Cabello Charli XCX,21779846,Reputation Stadium Tour,174764,174764,TS Kaggle,TRUE
Taylor Swift,27 July 2018,Foxborough,United States,Gillette Stadium,Camila Cabello Charli XCX,21779846,Reputation Stadium Tour,174764,174764,TS Kaggle,TRUE
Taylor Swift,28 July 2018,Foxborough,United States,Gillette Stadium,Camila Cabello Charli XCX,21779846,Reputation Stadium Tour,174764,174764,TS Kaggle,TRUE
Taylor Swift,03 August 2018,Toronto,Canada,Rogers Centre,Camila Cabello Charli XCX,11177000,Reputation Stadium Tour,100310,100310,TS Kaggle,TRUE
Taylor Swift,04 August 2018,Toronto,Canada,Rogers Centre,Camila Cabello Charli XCX,11177000,Reputation Stadium Tour,100310,100310,TS Kaggle,TRUE
Taylor Swift,07 August 2018,Pittsburgh,United States,Heinz Field,Camila Cabello Charli XCX,6230876,Reputation Stadium Tour,56445,56445,TS Kaggle,TRUE
Taylor Swift,10 August 2018,Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello Charli XCX,18089415,Reputation Stadium Tour,116746,116746,TS Kaggle,TRUE
Taylor Swift,11 August 2018,Atlanta,United States,Mercedes-Benz Stadium,Camila Cabello Charli XCX,18089415,Reputation Stadium Tour,116746,116746,TS Kaggle,TRUE
Taylor Swift,14 August 2018,Tampa,United States,Raymond James Stadium,Camila Cabello Charli XCX,7244264,Reputation Stadium Tour,55909,55909,TS Kaggle,TRUE
Taylor Swift,18 August 2018,Miami Gardens,United States,Hard Rock Stadium,Camila Cabello Charli XCX,7072164,Reputation Stadium Tour,47818,47818,TS Kaggle,TRUE
Taylor Swift,25 August 2018,Nashville,United States,Nissan Stadium,Camila Cabello Charli XCX,9007179,Reputation Stadium Tour,56112,56112,TS Kaggle,TRUE
Taylor Swift,28 August 2018,Detroit,United States,Ford Field,Camila Cabello Charli XCX,6597852,Reputation Stadium Tour,49464,49464,TS Kaggle,TRUE
Taylor Swift,31 August 2018,Minneapolis,United States,U.S. Bank Stadium,Camila Cabello Charli XCX,10242024,Reputation Stadium Tour,98774,98774,TS Kaggle,TRUE
Taylor Swift,01 September 2018,Minneapolis,United States,U.S. Bank Stadium,Camila Cabello Charli XCX,10242024,Reputation Stadium Tour,98774,98774,TS Kaggle,TRUE
Taylor Swift,08 September 2018,Kansas City,United States,Arrowhead Stadium,Camila Cabello Charli XCX,6730138,Reputation Stadium Tour,58611,58611,TS Kaggle,TRUE
Taylor Swift,15 September 2018,Indianapolis,United States,Lucas Oil Stadium,Camila Cabello Charli XCX,6531245,Reputation Stadium Tour,55729,55729,TS Kaggle,TRUE
Taylor Swift,18 September 2018,St. Louis,United States,The Dome at America's Center,Camila Cabello Charli XCX,4884054,Reputation Stadium Tour,47831,47831,TS Kaggle,TRUE
Taylor Swift,22 September 2018,New Orleans,United States,Mercedes-Benz Superdome,Camila Cabello Charli XCX,6491546,Reputation Stadium Tour,53172,53172,TS Kaggle,TRUE
Taylor Swift,29 September 2018,Houston,United States,NRG Stadium,Camila Cabello Charli XCX,9350275,Reputation Stadium Tour,53800,53800,TS Kaggle,TRUE
