Name,Genres,Popularity,Followers
Prateek Kuhad,"desi pop, folk-pop, hindi indie, indian indie, indian singer-songwriter",60,871114
The Birthday Massacre,"canadian rock, dark cabaret, industrial metal, pixie, steampunk",45,214755
Breaking Benjamin,"alternative metal, nu metal, post-grunge",68,4523739
Marvin Sapp,gospel,48,741364
NSG,"afrobeats, afroswing, uk dancehall, uk hip hop",57,314383
NLE Choppa,"memphis hip hop, rap",77,7203684
Kemuel,"adoracao, brazilian gospel, coral gospel, groove gospel",54,1100243
Sathyaprakash,"filmi, tamil pop",57,184010
Nelly,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",72,2609065
Papa Roach,"alternative metal, nu metal, rap metal, rap rock, rock",69,5035810
Ben Platt,"broadway, show tunes",60,481591
KANA-BOON,"anime, j-pop, j-rock",59,941841
Academy of St. Martin in the Fields,"british orchestra, chamber orchestra, classical, classical performance",65,52443
Ol' Dirty Bastard,"east coast hip hop, hardcore hip hop, hip hop",63,1008110
Nikhil mathew,"malayalam pop, mollywood",45,53330
Akira Yamaoka,"japanese soundtrack, japanese vgm",55,134396
Arash Akbari,"drift, iranian experimental",5,253
Benny The Butcher,"alternative hip hop, boom bap, buffalo hip hop, hip hop, upstate ny rap",62,368687
Yosuf,gym hardstyle,55,65043
Fast Eddie,"acid house, chicago house, chicago rap, classic house, hip house",27,10287
Pamputtae,"dancehall, dancehall queen, jamaican dancehall",32,10314
Anita Wilson,"gospel, gospel r&b",45,83699
Thundercat,"afrofuturism, indie soul",69,1231469
Michelle Duffy,show tunes,48,1287
Liquid Mind,"atmosphere, healing, new age, sleep",49,43852
Phantogram,"indietronica, metropopolis, neo-synthpop, shimmer pop",63,801661
Ase Manual,"grimewave, jersey club",24,4809
Händel Kinder Chor,,26,21
The Offspring,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",74,5313924
Léo & Raphael,"agronejo, sertanejo pop",62,452672
Dave Matthews Band,"jam band, neo mellow, pop rock",61,1951785
Tom Jones,"adult standards, british invasion",62,912298
Nick Thayer,breakbeat,24,4865
Lil Durk,"chicago drill, chicago rap, drill, hip hop, rap, trap",80,6687227
Alison Wonderland,"aussietronica, edm, electra, electronic trap, escape room, indietronica",51,479898
Ronghao Li,"chinese singer-songwriter, mainland chinese pop, mandopop",56,727873
Justin Lo,cantopop,45,112240
Asspera,argentine heavy metal,36,54860
Ningen Isu,"j-metal, japanese heavy metal",33,88931
Joe Pass,"bebop, jazz, jazz guitar",44,124196
I Prevail,"alternative metal, nu-metalcore",67,1326743
Limbo Rock Kids Party,kids dance party,7,542
William McDowell,gospel,49,431596
Liberación,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno, tejano",64,1227349
Xande De Pilares,"axe, pagode, samba",60,756120
Kittie,"alternative metal, canadian metal, industrial metal, nu metal",49,524820
Sérgio Mendes,"bossa nova, brazilian jazz, samba",56,182604
Liberación,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno, tejano",64,1227349
She & Him,,54,419514
Bullet For My Valentine,"alternative metal, melodic metalcore, nu metal, post-grunge, uk metalcore, welsh metal",65,2905654
Blake Rules,kids hip hop,32,10807
Ayra Starr,afrobeats,72,2190551
Skylar Grey,"piano rock, viral pop",66,588702
Cha Cha Slide DJ's,kids dance party,10,10069
The Dirt Drifters,neo honky tonk,23,5272
Los Dareyes De La Sierra,"classic sierreno, corrido, musica mexicana, sierreno",71,826190
Jebroer,"nederlandse hardstyle, tekk",54,241365
Elliott Smith,"alternative rock, indie rock, melancholia, singer-songwriter",63,1019486
Darek Sotelo,"gogeo, guaracha",40,1841
Fruko Y Sus Tesos,"salsa, salsa colombiana",54,335940
Young Jonn,"afrobeats, nigerian pop",63,596092
Ritchie Valens,"rock-and-roll, rockabilly",56,550368
The Shirelles,"classic girl group, classic soul, doo-wop, motown, rock-and-roll, soul",50,297843
Rashid Beibutov,"classic azeri pop, russian romance",29,18009
The Pharcyde,"alternative hip hop, hardcore hip hop, hip hop, jazz rap, west coast rap",56,706331
Taj Mahal,"acoustic blues, blues, country blues, folk, harmonica blues, jazz blues, modern blues, traditional blues",49,207043
Passion Pit,"indie rock, indietronica, modern rock, neo-synthpop, shimmer pop",55,1253493
Vika Tsyganova,"classic russian pop, russian romance",29,15471
Gilberto Santa Rosa,"salsa, salsa puertorriquena, tropical",66,2867359
Eden Prince,"dance pop, deep groove house, uk dance",49,21570
MC Kevinho,"funk carioca, funk ostentacao, funk pop, sertanejo universitario",62,7983441
Me First and the Gimme Gimmes,"punk, ska, ska punk, skate punk",48,325301
The Flashbulb,"ambient idm, breakcore, drill and bass, intelligent dance music",45,55440
ODUMODUBLVCK,"afro drill, afrobeats, nigerian pop",66,433250
Raul Seixas,"mpb, psicodelia brasileira, rock baiano, rock nacional brasileiro",60,2191795
mor ve ötesi,"turkish alternative, turkish alternative rock, turkish rock",61,2204131
Bloodbath64,hypnagogic pop,37,19547
Ayisha Abdul Basith,"malayalam madh, naat",45,113745
Hot Mulligan,"alternative emo, emo, pop punk",59,188959
Bajofondo,"neotango, tango",43,142943
Greensky Bluegrass,"banjo, jam band, jamgrass, midwest americana, progressive bluegrass",44,198230
SVDDEN DEATH,"deathstep, dubstep, riddim dubstep",50,201145
Susan Boyle,operatic pop,47,245009
Silent Planet,"christian metalcore, melodic metalcore, metalcore, progressive metalcore",52,150154
OAFF,indian indie,55,33037
Tennessee Ernie Ford,"bluegrass gospel, country boogie, country gospel, western swing, yodeling",47,69942
Allem Iversom,"lo-fi beats, lo-fi study",50,9048
Ben Rector,"acoustic pop, indiecoustica, lds youth, neo mellow, piano rock",58,360342
Bonnie Raitt,"country rock, electric blues, folk, folk rock, heartland rock, mellow gold, singer-songwriter",55,680268
Limp Bizkit,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",72,5538934
Yunggoth✰,"cloud rap, dark trap, emo rap",52,267710
Ghost,"hard rock, metal",73,2864401
Gammer,"deep happy hardcore, happy hardcore, hardcore techno",49,59535
Brookes Brothers,"dancefloor dnb, drum and bass, liquid funk",38,48928
Bounty Killer,"dancehall, jamaican hip hop, reggae fusion",48,244234
Polaris,"australian metalcore, australian post-hardcore, melodic metalcore, metalcore",59,271277
Carin Leon,"corrido, musica mexicana, sad sierreno, sierreno",85,9205609
The Interrupters,"punk, ska, ska punk, skate punk",51,326191
Sam Tinnesz,"alt z, bossbeat, rebel blues",62,199389
Hillsong Young & Free,"ccm, christian music, world worship, worship",59,1295038
Spongebob Squarepants,"cartoon, children's music",51,362604
Charles Gounod,"classical, french opera, french romanticism, late romantic era",48,30220
Carlos Dante,vintage tango,29,3100
Nathorg,iranian metal,0,75
Tito Nieves,"salsa, salsa puertorriquena, tropical",57,1467661
Amina Skillz,,15,12
Milo j,"trap argentino, trap latino",81,1760265
AMARIA BB,"dancehall queen, jamaican dancehall",48,42693
Robert Hood,"acid house, dark disco, detroit techno, minimal techno, techno",28,65009
STRØBE,techno remix,56,8153
Conan Gray,"bedroom pop, pop, pov: indie",78,8851342
Cleo Sol,"alternative r&b, uk contemporary r&b, uk funky",64,550280
Chase & Status,"dancefloor dnb, drum and bass, uk dance",70,800899
George Strait,"contemporary country, country, country road",70,4134559
Penny and Sparrow,"acoustic pop, indie folk, indiecoustica, stomp and flutter, stomp and holler",49,111361
Gente De Zona,"cubaton, electro latino, latin hip hop, latin pop, reparto",66,1570743
Glee Cast,"glee club, post-teen pop",69,1520337
Gzuz,"deep german hip hop, german hip hop, hamburg hip hop",68,1378331
The Beths,"auckland indie, bubblegrunge, indie rock, kiwi rock, modern power pop, nz indie",47,135591
Saint Punk,"dark clubbing, game mood",39,22772
Lagum,"belo horizonte indie, nova mpb",65,928400
Christina Novelli,"trance, vocal trance",48,45609
Lorne Balfe,"british soundtrack, epicore, orchestral soundtrack, soundtrack",57,69786
Andrea Bocelli,"classical tenor, italian tenor, operatic pop",67,2595431
Caamp,"indie folk, stomp and holler",67,536676
Kitaro,"healing, new age, synthesizer",44,265874
Adriana Proenza,spanish indie pop,54,22049
Sewerslvt,"atmospheric dnb, chill breakcore, glitchbreak, glitchcore",53,297774
Melendi,"spanish pop, spanish pop rock",72,3702747
Nadia Ali,vocal trance,47,100740
Internal Chaos,"iranian metal, symphonic death metal",0,57
Hiroyuki Sawano,"anime score, japanese soundtrack",65,500677
MC Hariel,"funk carioca, funk consciente, funk paulista",73,5254095
Dato' Sri Siti Nurhaliza,"classic malaysian pop, malaysian pop",53,1465443
Maya Kristalinskaya,"classic russian pop, russian romance",29,7556
The 1975,"modern alternative rock, modern rock, pop, pov: indie, rock",75,7018767
Redman,"east coast hip hop, hardcore hip hop, new jersey rap, wu fam",61,1172550
Diljit Dosanjh,"filmi, modern bollywood, punjabi pop",74,18511933
Laura Branigan,"new romantic, new wave pop, soft rock, synthpop",59,702877
le Shuuk,"berlin minimal techno, big room, slap house",52,65172
Beret,"electro latino, spanish hip hop, spanish pop",67,2944904
Shafqat Amanat Ali,"classic pakistani pop, filmi, modern bollywood, sufi",63,2391542
Cascada,"eurodance, europop, german techno, melbourne bounce international",63,505148
Todd Dulaney,"gospel, praise",45,165844
Yotto,"finnish edm, melodic house, progressive house",56,159611
NATTAN,forro,71,2111569
Fracus & Darwin,"deep happy hardcore, freeform hardcore",21,3449
Plump DJs,"breakbeat, nu skool breaks, psybreaks",30,34122
Thomas & Friends,"british children's music, cartoon",48,50573
Herbert von Karajan,"classical, classical performance, orchestral performance",66,164557
Fear Factory,"alternative metal, groove metal, industrial metal, metal, nu metal, rap metal",51,648024
Richard Wagner,"classical, german opera, german romanticism, late romantic era",52,629641
Симфонический оркестр Госкино СССР,russian romance,8,100
Elle King,modern blues rock,61,588508
Chinmayi,"filmi, marathi pop",71,2656452
Dog Music,"pet calming, sleep",53,11838
Francisco Canaro Y Su Orquesta Tipica,"orquesta tipica, vintage tango",28,3388
Kid Francescoli,"french indie pop, french indietronica",59,183720
Dj Aaron,partyschlager,43,1650
Yahritza Y Su Esencia,sad sierreno,68,758586
Bizzle,"christian hip hop, gospel rap",43,113850
Rodrigo Amarante,nova mpb,53,231923
Asphyx,"black metal, brutal death metal, death metal, deathgrind, dutch death metal, dutch metal, grindcore, metal, technical death metal, thrash metal",30,82970
Giuseppe Verdi,"classical, italian opera, italian romanticism, late romantic era",59,636717
Pheelz,"afrobeats, nigerian pop",57,359333
Slipknot,"alternative metal, nu metal, rap metal, rock",76,10453927
Leona Lewis,"british soul, dance pop, pop, talent show",67,3580700
Jon Hopkins,"compositional ambient, electronica, intelligent dance music",53,487345
back number,"j-pop, j-rock",71,4264373
Mora,"trap latino, urbano latino",83,3536837
Eugene Mirman,comedy,38,20433
Tensnake,"deep house, german house, hamburg electronic, house, nu disco",53,91747
Stray Kids,"k-pop, k-pop boy group, pop",82,13697562
La Fiera de Ojinaga,"musica chihuahuense, norteno, norteno-sax, sad sierreno, sierreno",64,487682
Teoman,turkish rock,63,2281048
Eek-A-Mouse,"dub, reggae, roots reggae",48,249117
The Gaslight Anthem,"heartland rock, new jersey hardcore, new jersey indie, new jersey punk",53,347482
Sasha Alex Sloan,alt z,67,1398363
Gaither Vocal Band,southern gospel,47,231542
Ricardo Iorio,"argentine heavy metal, argentine rock",46,74441
Mudvayne,"alternative metal, industrial metal, nu metal, rap metal",58,1802649
Monolink,"deep euro house, livetronica, minimal melodic techno",58,448992
Anal Cunt,"american grindcore, noisecore",25,44053
Nylonwings,acoustic guitar cover,47,3069
Downtown Of HongKong,iranian experimental,0,6
Prinz,chill drill,59,205491
Cloud Rat,"chaotic hardcore, grindcore, modern hardcore, neo-crust, post-doom metal",23,19808
LiSA,"anime, anime rock, j-pixie, j-pop",66,3035021
Bonobo,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop",62,1362164
The Brian Setzer Orchestra,"heartland rock, rockabilly, swing, swing revival",47,95523
The Learning Station,"children's music, preschool children's music",45,15931
Panteon Rococo,"latin alternative, latin rock, mexican rock, rock en espanol, ska mexicano",62,2582560
Julieta Laso,"nuevo tango, tango cancion",30,10173
Hybrid Minds,"drum and bass, liquid funk",57,149237
Belle and the Nursery Rhymes Band,"children's music, nursery",57,20183
Akina Nakamori,"idol kayo, j-pop, japanese new wave, kayokyoku, techno kayo",52,446809
Offset,"atl hip hop, hip hop, pop rap, rap, trap",79,3360023
Kapa Boy,ambient lo-fi,56,12453
Alto Linaje,"corrido, corridos tumbados",51,25706
Bleed From Within,"deathcore, melodic deathcore, melodic metalcore, metalcore, scottish metal, uk metalcore",48,168595
Willie Nelson,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter",68,2084325
Loathe,"nu-metalcore, progressive metalcore, uk metalcore",57,266946
Booka Shade,"electronica, frankfurt electronic, german techno, minimal techno",49,221840
KAYTRANADA,"alternative r&b, escape room, indie soul, lgbtq+ hip hop",68,1337981
Fall Out Boy,"emo, modern rock, pop, rock",77,10445982
Gajendra Verma,"desi pop, filmi, modern bollywood",60,2376502
Hins Cheung,cantopop,56,478689
Panopticon,"appalachian black metal, atmospheric black metal, autonomous black metal, bosnian electronic, drone metal, folk black metal, forest black metal, kentucky metal, post-metal, usbm, voidgaze",33,60224
Antonio José,"pop flamenco, spanish pop",59,534494
Rodriguez Jr.,"deep disco house, deep euro house, french tech house, melodic house, microhouse, minimal tech house, minimal techno, organic house",45,101896
Bnxn,"afrobeats, nigerian pop",66,1234583
Beenie Man,"dancehall, jamaican dancehall, reggae fusion, soca",57,487749
I See Stars,"deathstep, melodic metalcore, metalcore, neon pop punk, nintendocore, screamo, trancecore",52,454386
NOFX,"punk, skate punk, socal pop punk",59,1039043
Jon Batiste,new orleans jazz,59,388856
João Gilberto,"bossa nova, brazilian jazz, cool jazz, jazz guitar, samba, violao",60,590409
Layo & Bushwacka!,"big beat, breakbeat, classic progressive house, disco house, nu skool breaks, vocal house",41,27183
Sinéad O'Connor,"lilith, new wave pop, singer-songwriter",60,1154052
Keala Settle,"broadway, hollywood, show tunes",61,156604
Группа 101,kazakh pop,9,1163
Robin Williams,"comedy, comic",40,156572
Kimbra,"bergen indie, electropop, nz pop",65,412752
Hyper Act,malaysian pop,45,132449
Mike WiLL Made-It,"atl hip hop, rap, southern hip hop, trap",65,1560109
Alison Krauss,"bluegrass, folk, progressive bluegrass",57,356783
Unlucky Morpheus,"idol rock, japanese power metal, kawaii metal",38,67949
Bootsy Collins,"funk, p funk, quiet storm, soul",64,389273
Ultimate Party Mixers,kids dance party,15,1968
Logistics,"drum and bass, liquid funk, uk dnb",44,77269
Ghostface Killah,"east coast hip hop, hardcore hip hop",63,862127
Jinsang,"chillhop, japanese chillhop, korean r&b, lo-fi beats",53,205000
M83,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop",69,2334225
Zoe Wees,german pop,63,444195
Sophia Anne Caruso,"broadway, show tunes",50,24300
Little Circuits,sleep,52,1374
TAEMIN,k-pop,64,2894039
