Name,Genres,Popularity,Followers
Nando Reis,"brazilian rock, mpb, pop rock brasileiro",62,2955623
Shakira,"colombian pop, dance pop, latin pop, pop",84,32407495
Machine Girl,"digital hardcore, hardvapour",56,435566
BADBADNOTGOOD,"canadian modern jazz, indie soul",60,718841
Crowd Lu,"mandopop, taiwan indie, taiwan singer-songwriter",52,459447
Mini Pop Kids,kids hip hop,33,24913
Ernest Tubb,"classic country pop, cowboy western, honky tonk, traditional country, western swing",39,146056
Robyn,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop",57,827993
Bobby Vee,"adult standards, brill building pop, doo-wop, rock-and-roll, rockabilly",44,210868
Josiah and the Bonnevilles,"modern folk rock, stomp and holler",60,91123
Jamie Cullum,"contemporary vocal jazz, jazz pop, neo mellow",59,518470
Koffee,"dancehall, dancehall queen, jamaican dancehall, modern reggae",56,693237
理想混蛋,"mandopop, taiwan indie",56,115890
Michael Crawford,operatic pop,43,26413
Sam Cooke,"classic soul, soul, vocal jazz",65,1562359
Sisters of Mercy,"corrosion, gothic rock, industrial rock",53,459921
Ishome,"ambient idm, russian electronic, russian experimental electronic, substep",28,27062
Alexander Vertinsky,russian romance,15,5142
La Mosca Tse-Tse,"latin alternative, latin rock, rock en espanol, ska argentino",60,549600
Sorriso Maroto,"pagode, pagode novo, sertanejo universitario",72,2809149
Smokie Norful,"gospel, gospel r&b",42,339520
Corrosion Of Conformity,"alternative metal, groove metal, industrial metal, north carolina metal, nu metal, old school thrash, sludge metal, stoner metal, stoner rock",44,289498
Key Glock,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap",75,1807690
Ana Mena,spanish pop,66,779100
Chico Buarque,"bossa nova, fado, mpb, tropicalia",59,1272860
Mariah Carey,"dance pop, pop, urban contemporary",82,9574832
Roberto Goyeneche,"argentine rock, folklore argentino, rock nacional, tango",40,73414
Fit For An Autopsy,"brutal deathcore, deathcore, melodic metalcore, metalcore",47,194104
Blaze and the Monster Machines,preschool children's music,47,16835
LTJ Bukem,"atmospheric dnb, breakbeat, downtempo, drum and bass, jazzy dnb, jungle, trip hop",39,102201
Genesis,"album rock, art rock, classic rock, hard rock, mellow gold, progressive rock, rock, soft rock, symphonic rock",65,3202712
orbital voices,,46,234
Grupo Marca Registrada,"corrido, norteno, sad sierreno",78,3460850
Propellerheads,"big beat, breakbeat, electronica, funky breaks, trip hop",40,145906
StoryBots,children's music,54,44541
Silent Path,iranian metal,0,194
El Canto Del Loco,"latin arena pop, spanish pop, spanish pop rock",61,1002341
Peter Murphy,"gothic rock, new romantic, new wave, solo wave, synthpop",43,222705
Icon For Hire,"gothic alternative, pixie",50,339029
Fred Mollin,piano cover,58,4932
Last Child,"indonesian pop punk, indonesian rock",69,5647061
Larry Heard,"acid house, chicago house, classic house, deep house, techno",33,53121
Tension Prophecy,iranian metal,0,294
Overseer,"big beat, breakbeat",38,27322
Madan Mohan,"classic bollywood, filmi, indian instrumental, modern bollywood",57,1818662
Leslie Odom Jr.,"broadway, show tunes, vocal jazz",68,240187
Vedan,malayalam hip hop,45,40085
Dimash Qudaibergen,operatic pop,49,316522
Eagles,"album rock, classic rock, heartland rock, mellow gold, rock, soft rock, yacht rock",74,10198066
Adele,"british soul, pop, pop soul, uk pop",83,53138629
Brian Regan,"clean comedy, comedy",41,99678
Habstrakt,"bass house, complextro, dubstep, electro house, electronic trap, filthstep, gaming dubstep",48,124683
Ella Langley,modern country pop,56,50047
Rhythim Is Rhythim,"classic house, detroit techno",14,2915
Janis Joplin,"album rock, classic rock, hard rock, psychedelic rock, rock",60,3241344
Alex Mills,"deep groove house, uk dance, uk pop",50,7933
Burl Ives,"adult standards, american folk revival, lounge",71,94658
Vitinho Imperador,"arrocha, forro",52,345616
Benny The Butcher,"alternative hip hop, boom bap, buffalo hip hop, hip hop, upstate ny rap",62,368687
Zakk Wylde,"groove metal, hard rock, metal, southern metal",55,551036
Ski Mask The Slump God,"hip hop, miami hip hop, pop rap, rap, trap",71,5621787
Christopher Zondaflex Tyler,kids dance party,21,2703
Kesha,"dance pop, pop",74,7752592
Proem,"abstract, ambient idm, deep idm, drill and bass, glitch, intelligent dance music",23,12573
Iron & Wine,"acoustic pop, chamber pop, indie folk, indie rock, stomp and holler",61,1079264
Tre Oh Fie,"jersey club, miami electronic",37,7634
Dexys Midnight Runners,"new romantic, new wave, new wave pop",58,235951
Guns N' Roses,"glam metal, hard rock, rock",77,30471455
George Jones,"classic country pop, country, country rock, honky tonk",58,1176483
DJ Noiz,"dubsteppe, nz hip hop, pacific islands pop",50,112654
Violent Femmes,"acoustic punk, alternative rock, punk",54,682973
PassCode,"idol rock, j-pixie, japanese screamo, kawaii metal",38,96785
Rauw Alejandro,"puerto rican pop, reggaeton, trap latino, urbano latino",85,19753668
Lorna Shore,"blackened deathcore, melodic metalcore, symphonic deathcore",58,551377
Louis C.K.,comedy,46,164581
Kierra Sheard,"gospel, gospel r&b",46,321340
The Notorious B.I.G.,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",75,9613919
Kris Bowers,modern jazz piano,55,28148
Jacques Offenbach,"classical, french opera, french romanticism, german romanticism, late romantic era, operetta",48,104294
Le Youth,"house, melodic house, nu disco, uk dance",54,106568
Sonora Ponceña,"salsa, salsa puertorriquena",47,376637
PXSEIDON,gym hardstyle,56,12434
Calvin Harris,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",83,23506105
Parra for Cuva,"deep euro house, downtempo, new french touch",55,176697
Gwen Stefani,"dance pop, pop",72,6360564
Kyla,uk funky,67,16124
Joris Voorn,"dutch tech house, minimal techno",55,177559
Einmusik,"german techno, minimal techno",42,106340
Toronto Is Broken,abstract idm,30,5436
Secret Garden,"bow pop, neoclassical darkwave, new age, operatic pop",53,246472
TRiDENT,"idol rock, j-pixie",30,22327
Daryl Hall & John Oates,"album rock, classic rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock",72,2280044
System Of A Down,"alternative metal, nu metal, rap metal, rock",77,9956959
Gwar,"comic metal, groove metal, industrial metal, nu metal, old school thrash, virginia metal, virginia punk",41,225082
Lorenz Büffel,"discofox, partyschlager",51,71317
Meditación Música Ambiente,"musica de fondo, world meditation",39,32884
Tanya Chua,"mandopop, singaporean mandopop, singaporean pop, singaporean singer-songwriter, taiwan singer-songwriter",56,495941
Frankie Avalon,"adult standards, bubblegum pop, doo-wop, easy listening, rock-and-roll, rockabilly",42,162982
"""Weird Al"" Yankovic","comedy rock, comic, parody",55,815608
Alkaline Trio,"chicago punk, emo, pop punk, post-hardcore, punk, skate punk",54,375619
Virtual Riot,"brostep, complextro, dubstep, gaming dubstep",48,333755
Dominic Fike,"alternative pop rock, pov: indie",74,1437346
Hermetica,"argentine heavy metal, argentine rock",46,149170
The Ronettes,"brill building pop, classic girl group, motown, rock-and-roll",71,268782
Green Velvet,"house, minimal techno",47,223989
Patrice Rushen,"classic soul, disco, funk, jazz funk, p funk, post-disco, quiet storm, soul",54,258927
sora tob sakana,"alt-idol, idol rock, j-pop girl group",23,23636
Catch Your Breath,american metalcore,53,87682
David Tao,"chinese r&b, mandopop, taiwan pop, taiwan singer-songwriter",56,517296
Keane,"neo mellow, piano rock, pop rock",71,3202813
Technoboy,"classic hardstyle, euphoric hardstyle",52,83868
Kei Ishiguro,"classic city pop, classic japanese jazz, idol kayo",27,3794
Sum 41,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",69,3729076
Maretu,"anime rock, vocaloid",55,448245
sleepy planet,sleep,63,4390
Jerry Douglas,"bluegrass, instrumental bluegrass, jig and reel, progressive bluegrass",48,49449
Stray Cats,"instrumental surf, rockabilly",45,254877
Vundabar,"boston indie, indie garage rock, pov: indie",63,355809
Rita Lee,"brazilian rock, mpb, tropicalia",61,1147142
Dream Supplier,,74,2104
POSEIDON,gym hardstyle,56,17263
Flume,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",68,2422715
Two Dollar Pistols,neo honky tonk,7,2328
*NSYNC,"boy band, dance pop, pop",70,2204466
Crumb,"indie garage rock, neo-psychedelic",58,515599
Stanton Warriors,"breakbeat, bristol electronic, nu skool breaks",34,59861
Avatar,"gothenburg metal, swedish melodeath",53,374246
Cold Cave,"dark post-punk, dark synthpop, grave wave, metropopolis, modern goth",37,87388
alva noto,"abstract idm, drone, glitch, intelligent dance music",38,84915
Musiq Soulchild,"contemporary r&b, neo soul, r&b, urban contemporary",56,1130063
Vince Guaraldi Trio,jazz trio,70,140961
The Smashing Pumpkins,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,4832143
Tita Merello,tango cancion,33,28906
Bing Crosby,"adult standards, easy listening, lounge",77,481722
Kratos,gym hardstyle,57,18987
JENNIE,k-pop,75,4810743
Glass Animals,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",73,3962364
Stromae,"belgian pop, g-house",69,3166789
Vini Vici,progressive uplifting trance,62,508622
Lady Saw,"dancehall, dancehall queen, reggae fusion",45,196543
Jonas Blue,"pop, pop dance, tropical house, uk dance",72,3847985
Laura Sullivan,"classify, new age piano, sleep",54,19921
EggPlantEgg,"mandopop, taiwan indie, taiwanese indie",52,482526
Lloyd Banks,"detroit hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, queens hip hop, rap, trap",61,1362122
Aiden Music,techno remix,54,4878
Dither,"abstract idm, rawstyle, uptempo hardcore",38,22282
Wiz Khalifa,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap",79,11258030
Jacky Cheung,"c-pop, classic mandopop",58,1699980
Nikolai Erdenko,russian romance,8,397
White Noise Therapy,sleep,55,13803
J Balvin,"reggaeton, reggaeton colombiano, trap latino, urbano latino",83,38009188
SLANDER,dubstep,64,453941
BLOND:ISH,"deep disco house, melodic house",55,84407
Miles Kane,"baroque pop, british indie rock, garage rock, modern rock",54,286838
Bassnectar,"bass music, breakbeat, brostep, edm, glitch hop",50,615186
Colter Wall,"canadian americana, canadian contemporary country, outlaw country, saskatchewan indie",67,1136152
Sech,"panamanian pop, reggaeton, trap latino, urbano latino",77,12100948
Steppenwolf,"acid rock, album rock, blues rock, classic canadian rock, classic rock, hard rock, proto-metal, rock, singer-songwriter, soft rock",59,1538714
Maldita Vecindad Y Los Hijos Del 5to. Patio,"latin alternative, latin rock, mexican pop, mexican rock, rock en espanol, ska mexicano",56,1005465
The Browning,"deathcore, deathstep, melodic metalcore, metalcore, trancecore",44,144982
Tainy,"pop reggaeton, reggaeton, trap latino, urbano latino",77,1858211
João Bosco & Vinicius,"agronejo, arrocha, sertanejo, sertanejo pop, sertanejo universitario",63,3032593
Aníbal Troilo,"bandoneon, rock nacional, tango, vintage tango",34,50469
Black Veil Brides,"alternative metal, pop punk",60,1927988
Bo Diddley,"acoustic blues, blues, chicago blues, electric blues, rock-and-roll, rockabilly, traditional blues",44,309840
Prashanthini,"filmi, tamil pop",58,4196
Mauro Castillo,"modern salsa, movie tunes, salsa colombiana",55,36741
Kygo,"edm, pop, pop dance, tropical house",75,8454534
Mastodon,"alternative metal, atlanta metal, metal, progressive groove metal, progressive sludge, sludge metal, stoner metal, stoner rock",56,871264
One True God,"dark clubbing, experimental bass",49,73414
Soundgarden,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, rock",65,4223219
Sir Simon Rattle,"classical performance, orchestral performance",66,51456
Of Mice & Men,"alternative metal, melodic metalcore, metalcore, pop punk, post-grunge",58,1269545
The All-American Rejects,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post-grunge",64,2589115
DJ Ss,"drum and bass, hardcore breaks, jungle, ragga jungle",44,9399
Whiteberry,"hokkaido indie, j-idol, j-poprock",34,23723
DJ Fixx,"breakbeat, psybreaks",27,6519
Self Deception,swedish alternative rock,54,71708
Fazobeats,jersey club,40,6481
Luan Santana,"arrocha, sertanejo, sertanejo universitario",75,7575598
The Bangles,"album rock, jangle pop, new romantic, new wave, new wave pop, paisley underground, soft rock",60,1363807
Throwing Snow,"ambient idm, future garage, substep, wonky",28,40673
Justin Timberlake,"dance pop, pop",79,13570903
Lil Peep,"cloud rap, emo rap, lgbtq+ hip hop",81,11176518
White Noise for Babies,sleep,68,6500
Gyptian,"conscious hip hop, dancehall, reggae fusion",53,572930
"Tyler, The Creator","hip hop, rap",83,13405915
Los Super Babys,,15,83
XERXES THE DARK,"dronescape, iranian experimental",9,1252
Imminence,"metalcore, swedish metalcore",54,196107
Gabriel Fauré,"classical, post-romantic era",59,192442
Lin-Manuel Miranda,"broadway, show tunes",70,599110
Sodagreen,mandopop,54,541948
That Girl Lay Lay,kids hip hop,37,76212
Oxia,"french tech house, minimal techno",45,69469
Camo & Krooked,"austrian dnb, dancefloor dnb, drum and bass",52,218306
Zac Samuel,"deep groove house, house, uk dance",48,24071
Kids Rock Kidz,kids dance party,11,5467
Falling In Reverse,"alternative metal, pop punk, rap metal",70,2888621
Oliver Schories,"deep euro house, hamburg electronic, minimal techno",45,109723
Joaquín Rodrigo,"classical, classical guitar, spanish classical",45,43145
DA PUMP,"j-pop, j-pop boy group, japanese dance pop, okinawan pop",43,369021
Grateful Dead,"cosmic american, jam band, psychedelic rock",62,1767959
Penny Tai,"malaysian mandopop, mandopop, taiwan singer-songwriter",47,277545
DJ Robin,partyschlager,55,109196
Aníbal Troilo Y Su Orquesta Típica,"orquesta tipica, tango, vintage tango",27,6662
Skorde,"chill breakcore, gym phonk",62,55822
Rooney,modern power pop,38,84169
TOKYO ROSE,"dark clubbing, synthwave",41,42507
STM,emoplugg,61,3011
Danny Wright,"new age, new age piano",42,17365
Nick Lowe,"power pop, pub rock, singer-songwriter",43,107341
KVSH,"brazilian edm, trance brasileiro",61,417104
Sara Watkins,"bluegrass, bluegrass gospel, ectofolk, folk, new americana, progressive bluegrass",45,49775
Boston Soundlabs,kids dance party,10,1397
Jeito Moleque,"axe, pagode, pagode novo, sertanejo universitario",56,989863
Slayer,"alternative metal, death metal, groove metal, hard rock, metal, old school thrash, rock, speed metal, thrash metal",64,3749194
Inner Wave,indie garage rock,48,200631
Adnan Sami,"classic pakistani pop, filmi, modern bollywood",59,4347831
Luisito Ayala Y La Puerto Rican Power,"salsa, salsa puertorriquena",54,276731
Real Estate,"chamber pop, chillwave, dreamo, experimental pop, indie rock, indietronica, lo-fi, neo-psychedelic, new jersey indie, noise pop, shimmer pop",49,394367
Washed Out,"chillwave, indietronica, neo-synthpop",51,484907
The Infamous Stringdusters,"bluegrass, instrumental bluegrass, jam band, jamgrass, mandolin, neo-traditional bluegrass, progressive bluegrass",37,100940
Judy Garland,"adult standards, torch song, vocal jazz",60,242707
Gorgon City,"future garage, house, pop dance, uk dance",60,452746
Almklausi,"discofox, oktoberfest, partyschlager",44,41105
John Legend,"neo soul, pop, pop soul, urban contemporary",75,6674857
Mark Morrison,british soul,60,91636
Metallica,"hard rock, metal, old school thrash, rock, thrash metal",79,26525579
Nils Hoffmann,"deep euro house, deep minimal techno, melodic house",56,49414
Watchhouse,"new americana, north carolina roots, progressive bluegrass, stomp and holler",60,300582
Preto no Branco,"adoracao, brazilian gospel, groove gospel, pagode baiano, pop nacional, rap cristao, reggae cristao, rock gospel brasileiro",57,1364284
Nina Kraviz,"electra, minimal techno, russian electronic, russian techno",44,430829
Oliver Heldens,"dutch house, edm, electro house, future house, house, pop dance, progressive electro house, progressive house",66,1017874
Skeng,"dancehall, jamaican dancehall, jamaican hip hop, traphall",53,260455
HARDSTYLE MAGE,gym hardstyle,51,4595
Leftover Salmon,"jam band, jamgrass, progressive bluegrass",39,93875
The String Cheese Incident,"jam band, jamgrass, progressive bluegrass",39,223348
Lin-Manuel Miranda,"broadway, show tunes",70,599110
Disclosure,"edm, house, indietronica, uk dance",69,2154282
Mavado,"dancehall, jamaican dancehall, reggae fusion",53,574200
Foals,"alternative dance, garage rock, indie rock, indietronica, modern alternative rock, modern rock, neo-synthpop, oxford indie, rock, shimmer pop",61,1384291
Charlie James-Walker,,50,551
The Cure,"new wave, permanent wave, rock, uk post-punk",74,5003553
Unha Pintada,"arrocha, forro, forro de favela, pagode baiano",51,798532
State Champs,"anthem emo, pixie, pop punk",52,336459
Traitrs,"canadian post-punk, dark post-punk, modern goth",41,35355
Steve Martin,"clean comedy, comic",42,50904
Gazapizm,turkish hip hop,60,3837959
ArtSaves,"iranian experimental, persian electronic",0,133
RADWIMPS,"j-pop, j-rock, japanese emo, visual kei",69,3714217
Major Lazer,"dance pop, edm, electro house, moombahton, pop, pop dance",74,6345832
Bad Bunny,"reggaeton, trap latino, urbano latino",95,77791811
Piso 21,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",74,9306735
Good Morning,"experimental pop, indie garage rock, lo-fi indie",53,180424
Fabrice Lig,"belgian techno, detroit techno",10,1328
Lynyrd Skynyrd,"album rock, classic rock, hard rock, rock, southern rock",69,4955997
keltiey,jersey club,42,32195
KnightVision,"gabber, happy hardcore",27,2996
Neil Sedaka,"adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock",54,503729
brillion.,"lo-fi beats, lo-fi study",50,14827
Mrs. GREEN APPLE,"anime rock, j-pop, j-rock",73,3198813
Simply Red,"british soul, new romantic, new wave, new wave pop, soft rock, sophisti-pop",65,2267171
Spiritbox,canadian metalcore,63,520740
Dinamarca,"deconstructed club, grimewave, latin tek, vogue",47,30096
Floorplan,"chicago house, classic house, deep house, float house, techno",34,44199
Tep No,"deep tropical house, indie poptimism, tropical house",50,102865
Cyndi Wang,mandopop,55,424067
Lloyd Vaan,ambient lo-fi,50,9178
Mvntana,jersey club,35,15067
Above & Beyond,"edm, progressive house, progressive trance, trance, uplifting trance",59,782962
Chicken Dance Mix DJ's,kids dance party,18,2994
for KING & COUNTRY,"ccm, christian alternative rock, christian indie, christian music, world worship",64,1176542
Turnover,"alternative emo, chill dream pop, dreamo, emo",53,313895
Raekwon,"east coast hip hop, hardcore hip hop",66,581028
Big Brother & The Holding Company,"blues, blues rock, folk rock, psychedelic rock",53,268826
Carl Butler,"classic country pop, honky tonk",21,1997
Corinne Bailey Rae,"british soul, neo soul, pop soul, soul",61,767005
Dimension 32,"lo-fi sleep, lo-fi study",54,6309
Alice In Chains,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",69,4836595
Joe Rogan,deep comedy,36,108548
Arde Bogotá,"murcia indie, spanish indie pop",62,106061
Louie Vega,"chicago house, classic house, deep house, latin house, soulful house",45,66726
Joaquín Sabina,"cantautor, spanish pop, trova",65,2994139
Billy Strings,"jam band, jamgrass, new americana, progressive bluegrass",57,340979
Richy Mitch & The Coal Miners,modern folk rock,67,102299
Dion Timmer,"brostep, deathstep, dubstep, gaming dubstep",48,112285
Johnny Cash,"arkansas country, outlaw country, rock",71,6115690
Kiddie Boppers,kids dance party,10,562
Michel Teló,"sertanejo, sertanejo pop, sertanejo universitario",61,3309841
Renée Elise Goldsberry,"broadway, show tunes",59,30720
Александр Морозов,russian romance,7,348
Psyche/BFC,detroit techno,13,1266
Wolfmother,"alternative rock, australian psych, garage rock, modern blues rock, modern rock, rock",56,925090
Vivian Chow,"c-pop, cantopop, classic cantopop",42,101396
Ant Wan,"swedish drill, swedish gangsta rap, swedish hip hop, swedish trap, swedish trap pop",62,213679
Tom Segura,"comedy, deep comedy, new comedy",47,92850
Kanye West,"chicago rap, hip hop, rap",89,22519494
Ezhel,"turkish hip hop, turkish trap",70,6066920
Borgore,"brostep, classic dubstep, dubstep, edm, electro house",47,582216
Amaranthe,"gothic symphonic metal, power metal, symphonic metal",58,541617
General Public,"new romantic, new wave, power pop",33,73481
Less Than Jake,"modern ska punk, pop punk, punk, ska, ska punk, skate punk",50,366427
J. Cole,"conscious hip hop, hip hop, north carolina hip hop, rap",85,22198443
Pearl Jam,"alternative metal, alternative rock, grunge, permanent wave, rock",72,8539489
Semicenk,turkish pop,72,2199534
Unleash The Archers,"gothic symphonic metal, power metal, slayer, symphonic metal, vancouver metal",44,171484
Stefanie Sun,"mandopop, singaporean mandopop, singaporean pop, singaporean singer-songwriter",57,802792
Koven,"chillstep, melodic dubstep",53,112773
Nico & Vinz,afrobeats,60,522785
Ray Charles,"classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz",66,2156582
Anita Mui,"c-pop, cantopop, classic cantopop",45,194289
Matheus & Kauan,"agronejo, arrocha, pop nacional, sertanejo, sertanejo universitario",75,11385082
Natiruts,"brazilian reggae, brazilian rock, reggae tuga",66,3306208
Imanbek,"electro house, pop dance, slap house",69,203325
Winifred Atwell,"boogie-woogie, honky-tonk piano, old west",21,5288
Casino Versus Japan,"abstract, deep idm, drill and bass, intelligent dance music",41,35406
Rusted Root,"jam band, pittsburgh rock",54,203263
Bierkapitän,partyschlager,42,20056
Faron Young,"classic country pop, honky tonk, traditional country, western swing",39,100639
Rain Fruits Sounds,sleep,55,8876
Morbid Angel,"black metal, brutal death metal, death metal, deathgrind, florida death metal, metal, speed metal, technical death metal",43,403308
Poolside,"indie soul, indietronica, nu disco",57,268722
Chubby Checker,"rock-and-roll, rockabilly",52,336327
Pakho Chau,cantopop,44,150060
Celtic Thunder,"celtic rock, operatic pop",46,125343
Vou pro Sereno,"pagode, pagode novo, samba moderno",57,342563
Lauana Prado,"sertanejo, sertanejo pop, sertanejo universitario",70,3708666
Los Hermanos Rosario,"merengue, salsa, tropical",52,311571
Mr. 2-17,kids hip hop,13,1110
NMB48,"48g, j-idol, j-pop girl group",37,80924
Yestalgia,lo-fi study,48,4051
Gustavo Santaolalla,"argentine ambient, latin classical, latin soundtrack, orchestral soundtrack, soundtrack",62,310872
Ana Castela,"agronejo, sertanejo, sertanejo pop",81,3857954
Worakls,"deep euro house, deep minimal techno, high-tech minimal, minimal melodic techno, new french touch",52,315830
Yoshio Ojima,"fourth world, j-ambient, japanese idm",22,4774
Jk Beatbook,"christian lo-fi, lo-fi jazzhop",36,1010
Sleep Sound Library,"environmental, sleep",51,11629
Sandro Cavazza,swedish pop,63,102363
Konstantin Pluzhnikov,russian romance,5,46
Marca MP,"corrido, corridos tumbados, musica mexicana, norteno, sad sierreno, sierreno",67,2162811
Sigala,"dance pop, edm, pop dance, uk dance, uk pop",67,1585996
Nathaniel Rateliff & The Night Sweats,"indie folk, modern blues rock, new americana, stomp and holler",56,608577
Yonder Mountain String Band,"banjo, jam band, jamgrass, progressive bluegrass, string band",40,146856
The Story So Far,"alternative emo, emo, pop punk",57,442214
Andy Luxx,"discofox, partyschlager",39,2112
Alvin & The Chipmunks,children's music,57,210471
Mo' Horizons,"bboy, electro jazz, nu jazz, trip hop",47,81399
Sleepy Hallow,"brooklyn drill, nyc rap",74,1671267
Gustavo Mioto,"arrocha, sertanejo, sertanejo universitario",72,5691058
Garbage,"alternative rock, dance rock, electronic rock, permanent wave",56,1158823
Banda Calypso,"axe, carimbo, forro, musica popular paraense, tecnobrega",54,304897
Lee Ritenour,"jazz funk, jazz fusion, jazz guitar, smooth jazz, yacht rock",44,163285
Mrs Mills,honky-tonk piano,17,1486
Motionless In White,"alternative metal, metalcore",67,1473281
Headhunterz,"classic hardstyle, euphoric hardstyle, melbourne bounce international",55,495870
Conjunto Rienda Real,sad sierreno,60,106631
IU,"k-pop, pop",69,8303337
Vou Zuar,"pagode novo, roda de samba",61,156027
Los Del Limit,"corrido, corridos tumbados, sad sierreno, sierreno",59,791836
Alesso,"dance pop, edm, pop, pop dance, progressive electro house",72,3979857
El Ruido Blanco,"musica de fondo, world meditation",44,3486
Ekin Cheng,"c-pop, cantopop, classic cantopop",47,123279
HARDSTYLE CVNT,gym hardstyle,49,10723
Susan Boyle,operatic pop,47,245009
Tasha Cobbs Leonard,"gospel, naija worship",57,1162174
Maluma,"latin pop, reggaeton, reggaeton colombiano, trap latino, urbano latino",83,34731403
Karen Mok,mandopop,53,591527
"Orchestra Del Teatro Alla Scala, Milano","italian orchestra, opera, orchestra",50,14007
Ben Howard,"british singer-songwriter, folk-pop, indie folk",63,2004632
Georgi Vinogradov,russian romance,21,2373
Labrinth,"indie poptimism, pop",76,3117268
RL Grime,"brostep, edm, electro house, electronic trap",59,417553
keshi,chill r&b,72,3239835
Agoraphobic Nosebleed,"american grindcore, cybergrind, grindcore, noisecore",29,45003
Montell Jordan,"contemporary r&b, hip pop, new jack swing, r&b, urban contemporary",55,860545
La Unión,"cantautor, latin alternative, latin rock, mexican rock, rock en espanol, spanish new wave, spanish pop",56,570007
Racionais MC's,"boom bap brasileiro, brazilian hip hop",67,6648658
Otis Redding,"classic soul, memphis soul, soul, soul blues, southern soul, vocal jazz",69,2178918
RINI,"australian r&b, bedroom soul, chill r&b",58,734611
Inhaler,dublin indie,55,364162
Jonathan Groff,"broadway, hollywood, movie tunes, show tunes",61,110345
Adam Port,"deep disco house, melodic house",53,70421
Eluveitie,"celtic metal, folk metal, gothic symphonic metal, hurdy-gurdy, power metal, swiss metal, symphonic metal",53,542618
Sagopa Kajmer,"turkish hip hop, turkish trap",69,3814034
Tommy Richman,chill abstract hip hop,54,14941
Pharrell Williams,"dance pop, pop",76,4340118
Sunflower Bean,modern power pop,40,105339
CKay,"afro r&b, afrobeats",66,1388022
Jung Kook,k-pop,89,11714331
Masego,"alternative r&b, indie soul",67,1248358
Najim Arshad,"filmi, malayalam pop, mollywood",51,441048
Soge Culebra,"rap conciencia, spanish hip hop",63,236045
DJ Buzz Fuzz,"gabber, happy hardcore",29,10457
Left to Suffer,"american metalcore, deathcore, melodic metalcore",43,66610
dandelion hands,"lo-fi emo, lo-fi indie, pov: indie",55,212024
Psychedelic Porn Crumpets,"australian garage punk, australian psych, neo-psychedelic",49,278564
Klangkarussell,"austrian pop, deep euro house",58,410792
Darren Styles,"happy hardcore, hardcore techno",55,123899
Richie Hawtin,"acid house, canadian electronic, detroit techno, microhouse, minimal techno, techno",36,260765
Fit For An Autopsy,"brutal deathcore, deathcore, melodic metalcore, metalcore",47,194104
Die Zipfelbuben,"discofox, partyschlager",45,23588
Milton Nascimento,"bossa nova, mpb, musica popular mineira, samba",56,882380
PEEKABOO,"brostep, dubstep",53,108717
The Wailin' Jennys,"ectofolk, folk, manitoba indie, progressive bluegrass, women's music",43,146193
Jenny Tseng,"c-pop, classic cantopop, classic mandopop",39,46240
Tedeschi Trucks Band,"blues rock, electric blues, jam band, modern blues, southern rock",49,402552
The Jacksons,"disco, motown",55,1769165
"Hank Williams, Jr.","country, country rock, outlaw country",63,1579576
DJ Krush,"downtempo, electronica, instrumental hip hop, japanese old school hip hop, trip hop, turntablism",44,144167
Alec Benjamin,"alt z, pop, pov: indie",74,4735647
Urbandawn,"brazilian dnb, drum and bass",40,22599
Dede Sabunge,kids hip hop,35,1770
Indila,french pop,66,1533675
Doc Watson,"american folk revival, appalachian folk, bluegrass, folk, progressive bluegrass, traditional folk",44,102652
ATB,"german dance, german techno, german trance, trance",61,374121
Virgoun,"indonesian pop, malaysian pop",67,8293507
We The Kings,"neon pop punk, piano rock, pop punk",55,1289914
Tory Lanez,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap",79,6229180
Cody Johnson,"classic texas country, contemporary country",73,1042633
The Future Sound Of London,"abstract, big beat, breakbeat, electronica, intelligent dance music, trip hop",36,142480
Heuss L'enfoiré,"french hip hop, pop urbaine, rap francais",66,1531965
Николай Рыбников,russian romance,12,752
FRÖKEN SNUSK,"epa dunk, swedish eurodance",62,56428
Tomatito,"flamenco, flamenco guitar",54,91974
Tarcísio do Acordeon,"arrocha, forro",68,4765827
The Marcus King Band,"jam band, modern blues, modern blues rock",49,205759
Tyler Childers,"kentucky indie, kentucky roots, outlaw country",75,2140074
Eric Johnson,"instrumental bluegrass, instrumental rock, progressive jazz fusion, shred",43,239048
